CODEST;CODASG;GRUASG;CODPRG
922320292;4290;1;32
922320307;4220;1;32
922320307;4270;1;32
922320307;4271;1;32
922320307;4290;1;32
922320323;4216;1;32
922320323;4229;2;32
922320323;4264;1;32
922320331;4220;1;32
922320331;4270;1;32
922320331;4271;1;32
922320331;4290;1;32
922320348;4236;1;32
922320348;4237;1;32
922320348;4238;1;32
922320364;4220;1;32
922320364;4270;1;32
922320364;4271;1;32
922320364;4290;1;32
922320372;4249;1;32
922320372;4252;1;32
922320372;4254;1;32
922320397;4220;1;32
922320397;4270;1;32
922320397;4271;1;32
922320397;4290;1;32
922320411;4220;1;32
922320411;4270;1;32
922320411;4271;1;32
922320411;4290;1;32
922320428;4220;1;32
922320428;4270;1;32
922320428;4271;1;32
922320428;4290;1;32
922320477;4220;1;32
922320477;4270;1;32
922320477;4271;1;32
922320477;4290;1;32
922320485;4220;1;32
922320485;4270;1;32
922320485;4271;1;32
922320485;4290;1;32
922320508;4220;1;32
922320508;4270;1;32
922320508;4271;1;32
922320508;4290;1;32
922320516;4220;1;32
922320516;4270;1;32
922320516;4271;1;32
922320516;4290;1;32
922320524;4220;1;32
922320524;4270;1;32
922320524;4271;1;32
922320524;4290;1;32
922320604;4220;1;32
922320604;4270;1;32
922320604;4271;1;32
922320604;4290;1;32
922320612;4220;1;32
922320612;4270;1;32
922320612;4271;1;32
922320612;4290;1;32
922320629;4235;1;32
922320629;4240;1;32
922320629;4241;1;32
922320637;4220;1;32
922320637;4270;1;32
922320637;4271;1;32
922320637;4290;1;32
922370453;4591;1;37
922400026;5136;1;40
922400026;5151;1;40
922400026;5168;1;40
922400026;5198;1;40
922400026;5235;1;40
922400026;5239;1;40
922400026;5243;1;40
922400026;5253;1;40
922500013;1364;2;50
922500013;1428;2;50
922500013;1436;3;50
922500013;1466;3;50
922500013;1468;2;50
922500013;4792;4;50
922500038;1311;2;50
922500038;1356;1;50
922500038;1417;1;50
922500038;1493;3;50
922500038;2667;1;50
922500038;5176;3;50
922500062;1911;1;50
922500087;1325;2;50
922500087;1432;1;50
922500087;1437;3;50
922500087;1451;1;50
922500087;1454;1;50
922500087;1466;3;50
922500087;1468;3;50
922500087;1497;1;50
922500101;1359;3;50
922500101;1364;3;50
922500101;1436;3;50
922500101;1463;3;50
922500101;1468;2;50
922500101;4792;7;50
922500118;1911;1;50
922500126;1364;3;50
922500126;1436;3;50
922500126;1463;1;50
922500126;1466;3;50
922500126;1468;1;50
922500126;4792;7;50
922500134;1325;2;50
922500134;1432;1;50
922500134;1436;2;50
922500134;1437;3;50
922500134;1451;1;50
922500134;1466;3;50
922500134;1485;1;50
922500142;1310;1;50
922500142;1445;4;50
922500142;2216;4;50
922500142;2218;2;50
922500142;5174;4;50
922500159;1364;2;50
922500159;1432;1;50
922500159;1451;1;50
922500159;1466;2;50
922500159;1467;1;50
922500159;1468;3;50
922500159;1490;1;50
922500175;1910;1;50
922500191;1324;1;50
922500191;1436;3;50
922500191;1463;3;50
922500191;1466;3;50
922500191;1468;2;50
922500191;4792;6;50
922500214;1364;3;50
922500214;1451;1;50
922500214;1463;3;50
922500214;1466;3;50
922500214;1468;2;50
922500214;4792;1;50
922500222;1911;1;50
922500239;1911;1;50
922500247;1910;1;50
922500255;1359;2;50
922500255;1423;1;50
922500255;1428;2;50
922500255;1435;1;50
922500255;1463;3;50
922500255;5176;2;50
922500263;1325;2;50
922500263;1437;3;50
922500263;1451;1;50
922500263;1466;3;50
922500263;1467;1;50
922500263;1485;1;50
922500263;1497;1;50
922500271;1911;1;50
922500327;1910;1;50
922500351;1910;1;50
922500376;1910;1;50
922500423;1910;1;50
922500431;1910;1;50
922500456;1911;1;50
922500497;1911;1;50
922500511;1910;1;50
922500528;1364;2;50
922500528;1435;1;50
922500528;1463;3;50
922500528;1468;2;50
922500528;1489;1;50
922500528;1490;1;50
922500569;1364;3;50
922500569;1436;3;50
922500569;1463;3;50
922500569;1466;2;50
922500569;1468;2;50
922500569;4792;1;50
922500577;1364;1;50
922500577;1428;2;50
922500577;1463;3;50
922500577;1466;3;50
922500577;1468;2;50
922500577;4792;1;50
922500608;1312;2;50
922500608;1359;2;50
922500608;1435;2;50
922500608;1463;3;50
922500608;4792;2;50
922500608;5176;1;50
922500616;1325;3;50
922500616;1436;3;50
922500616;1437;2;50
922500616;1451;1;50
922500616;1466;3;50
922500616;1467;1;50
922500616;1497;1;50
922500632;1910;1;50
922500649;1910;1;50
922500657;1359;3;50
922500657;1364;1;50
922500657;1428;2;50
922500657;1435;1;50
922500657;1463;3;50
922500657;1468;2;50
922500673;1325;2;50
922500673;1432;1;50
922500673;1437;2;50
922500673;1451;1;50
922500673;1485;1;50
922500673;1490;1;50
922500673;1911;1;50
922500704;1364;2;50
922500704;1423;3;50
922500704;1436;3;50
922500704;1463;3;50
922500704;1466;2;50
922500704;4792;8;50
922500737;1325;3;50
922500737;1436;3;50
922500737;1437;2;50
922500737;1451;1;50
922500737;1466;3;50
922500737;1467;1;50
922500737;1470;1;50
922500737;1497;1;50
922500745;1910;1;50
922500817;1325;2;50
922500817;1430;2;50
922500817;1437;2;50
922500817;1451;2;50
922500817;1470;1;50
922500817;1481;1;50
922500817;1497;1;50
922500833;1324;1;50
922500833;1430;2;50
922500833;1437;2;50
922500833;1451;2;50
922500833;1470;1;50
922500833;1481;1;50
922500833;1497;1;50
922500866;1910;1;50
922500874;1325;2;50
922500874;1426;3;50
922500874;1437;2;50
922500874;1463;1;50
922500874;1466;2;50
922500874;1467;1;50
922500874;4792;4;50
922500882;1911;1;50
922500905;1364;2;50
922500905;1436;3;50
922500905;1466;2;50
922500905;1468;3;50
922500905;4792;8;50
922500913;1325;1;50
922500913;1430;1;50
922500913;1481;1;50
922500921;1325;2;50
922500921;1430;1;50
922500921;1437;2;50
922500921;1481;1;50
922500921;4792;6;50
922500938;1325;3;50
922500938;1437;3;50
922500938;1438;1;50
922500938;1451;1;50
922500938;1454;1;50
922500938;1466;2;50
922500938;1470;1;50
922500962;1325;2;50
922500962;1430;2;50
922500962;1437;2;50
922500962;1438;1;50
922500962;1451;2;50
922500962;1454;1;50
922500962;1467;1;50
922500962;1468;1;50
922500962;1481;1;50
922500979;1325;3;50
922500979;1430;2;50
922500979;1437;2;50
922500979;1451;2;50
922500979;1454;1;50
922500979;1481;1;50
922500979;1497;1;50
922501039;1463;3;50
922501039;1911;1;50
922501055;1324;1;50
922501055;1325;3;50
922501055;1437;2;50
922501055;1451;1;50
922501055;1485;1;50
922501055;1489;1;50
922501096;1910;1;50
922501102;1430;1;50
922501102;1481;1;50
922501102;1911;1;50
922501119;1325;2;50
922501119;1430;2;50
922501119;1437;3;50
922501119;1451;2;50
922501119;1467;1;50
922501119;1481;1;50
922501119;1489;1;50
922501119;1497;1;50
922501135;1325;3;50
922501135;1436;3;50
922501135;1437;3;50
922501135;1451;1;50
922501135;1466;3;50
922501135;1467;1;50
922501135;1489;1;50
922600025;2699;1;60
922600033;2434;4;60
922600033;2641;3;60
922600033;2647;2;60
922600033;2652;2;60
922600033;2653;5;60
922600033;2667;1;60
922600033;4972;1;60
922600041;1461;1;60
922600041;2417;5;60
922600041;2434;5;60
922600041;2641;1;60
922600041;2647;2;60
922600041;2652;2;60
922600041;2653;5;60
922600041;2667;1;60
922600058;1431;2;60
922600058;1461;3;60
922600058;2636;1;60
922600058;2647;1;60
922600058;2651;9;60
922600058;2652;2;60
922600058;2653;5;60
922600058;2670;2;60
922600066;2636;3;60
922600066;2641;1;60
922600066;2647;1;60
922600066;2652;2;60
922600066;2653;3;60
922600066;2658;3;60
922600066;2670;2;60
922600082;2417;1;60
922600082;2641;1;60
922600082;2647;1;60
922600082;2652;2;60
922600082;2658;3;60
922600082;2670;2;60
922600082;4972;3;60
922600099;2636;2;60
922600099;2648;3;60
922600099;2652;2;60
922600099;2653;3;60
922600099;2658;1;60
922600099;2670;2;60
922600099;2671;1;60
922600154;2638;2;60
922600154;2648;2;60
922600154;2652;2;60
922600154;2653;1;60
922600154;2658;1;60
922600154;2671;1;60
922600154;4655;1;60
922600162;2636;3;60
922600162;2647;1;60
922600162;2652;3;60
922600162;2653;7;60
922600162;2658;3;60
922600162;2670;2;60
922600162;2671;1;60
922600187;1431;2;60
922600187;2647;1;60
922600187;2652;2;60
922600187;2653;2;60
922600187;2670;2;60
922600187;2671;1;60
922600187;4973;3;60
922600195;1357;4;60
922600195;1461;2;60
922600195;2416;4;60
922600195;2641;1;60
922600195;2667;7;60
922600195;4972;1;60
922600234;1357;3;60
922600234;1447;2;60
922600234;2417;5;60
922600234;2434;3;60
922600234;2630;2;60
922600234;2631;2;60
922600234;2641;2;60
922600234;4971;1;60
922600242;1461;3;60
922600242;2641;2;60
922600242;2647;2;60
922600242;2652;1;60
922600242;2653;4;60
922600242;2667;7;60
922600242;4972;3;60
922600259;2699;1;60
922600267;1461;3;60
922600267;2648;3;60
922600267;2652;1;60
922600267;2653;4;60
922600267;2658;3;60
922600267;2670;2;60
922600267;2671;2;60
922600275;1431;2;60
922600275;2636;2;60
922600275;2647;1;60
922600275;2652;2;60
922600275;2653;5;60
922600275;2670;2;60
922600275;2671;1;60
922600283;1357;6;60
922600283;1461;3;60
922600283;2417;4;60
922600283;2641;1;60
922600283;2647;3;60
922600283;2667;4;60
922600283;4972;4;60
922600306;2634;1;60
922600306;2648;2;60
922600306;2649;1;60
922600306;2695;1;60
922600306;4672;3;60
922600306;4735;3;60
922600306;4792;5;60
922600347;2634;1;60
922600347;2636;2;60
922600347;2638;1;60
922600347;2648;2;60
922600347;2651;7;60
922600347;2671;1;60
922600347;4656;1;60
922600355;1431;1;60
922600355;2634;1;60
922600355;2648;3;60
922600355;2649;1;60
922600355;2658;2;60
922600355;2671;2;60
922600355;4792;7;60
922600363;1431;2;60
922600363;2648;3;60
922600363;2652;3;60
922600363;2653;3;60
922600363;2658;1;60
922600363;2670;1;60
922600363;2671;2;60
922600396;1431;1;60
922600396;2647;3;60
922600396;2652;1;60
922600396;2653;2;60
922600396;2658;2;60
922600396;2670;3;60
922600396;4974;1;60
922600419;2636;2;60
922600419;2638;1;60
922600419;2648;1;60
922600419;2651;2;60
922600419;2670;2;60
922600419;2671;1;60
922600419;4656;1;60
922600427;1431;2;60
922600427;2648;3;60
922600427;2652;1;60
922600427;2653;2;60
922600427;2658;4;60
922600427;2670;1;60
922600427;2671;2;60
922600435;1321;2;60
922600435;1355;4;60
922600435;1442;3;60
922600435;2132;2;60
922600435;2416;3;60
922600435;2511;1;60
922600451;1431;1;60
922600451;2648;3;60
922600451;2652;1;60
922600451;2653;2;60
922600451;2658;2;60
922600451;2670;1;60
922600451;2671;2;60
922600476;2699;1;60
922600507;1321;1;60
922600507;1357;1;60
922600507;1447;3;60
922600507;1461;3;60
922600507;2641;2;60
922600507;2647;1;60
922600507;2651;10;60
922600507;2667;5;60
922600515;1461;2;60
922600515;2636;2;60
922600515;2638;1;60
922600515;2649;1;60
922600515;2651;4;60
922600515;2671;1;60
922600515;4724;2;60
922600515;4792;5;60
922600523;1431;2;60
922600523;2648;1;60
922600523;2652;2;60
922600523;2667;1;60
922600523;2671;1;60
922600523;4973;4;60
922600531;1357;3;60
922600531;1447;2;60
922600531;2416;1;60
922600531;2434;2;60
922600548;1321;2;60
922600548;2417;2;60
922600548;2434;4;60
922600548;2511;4;60
922600548;2630;1;60
922600548;2631;3;60
922600548;2667;1;60
922600548;4972;1;60
922600556;1321;1;60
922600556;1357;6;60
922600556;1447;3;60
922600556;2416;1;60
922600556;2434;1;60
922600556;2677;1;60
922600597;1461;1;60
922600597;2636;3;60
922600597;2648;1;60
922600597;2651;5;60
922600597;2652;2;60
922600597;2653;5;60
922600597;2670;1;60
922600597;4972;1;60
922600636;2699;1;60
922600644;2120;1;60
922600644;2122;1;60
922600644;2124;6;60
922600644;2234;1;60
922600693;2636;1;60
922600693;2638;2;60
922600693;2648;2;60
922600693;2649;2;60
922600693;2651;1;60
922600693;2652;3;60
922600693;2653;2;60
922600693;2671;2;60
922600716;2636;2;60
922600716;2638;2;60
922600716;2648;1;60
922600716;2651;2;60
922600716;2671;1;60
922600716;4656;3;60
922600716;4792;3;60
922600773;1431;1;60
922600773;2636;2;60
922600773;2647;1;60
922600773;2651;2;60
922600773;2658;3;60
922600773;2670;2;60
922600773;4974;1;60
922600781;1431;2;60
922600781;1461;2;60
922600781;2636;4;60
922600781;2648;3;60
922600781;2651;5;60
922600781;2671;2;60
922600781;2690;1;60
922600781;2695;1;60
922600804;2647;3;60
922600804;2652;2;60
922600804;2653;7;60
922600804;2658;1;60
922600804;2670;1;60
922600804;2671;1;60
922600804;4972;2;60
922600812;1447;2;60
922600812;2434;4;60
922600812;2641;3;60
922600812;2647;2;60
922600812;2652;2;60
922600812;2653;7;60
922600812;2667;1;60
922600845;2636;1;60
922600845;2641;2;60
922600845;2647;2;60
922600845;2652;1;60
922600845;2653;4;60
922600845;2667;7;60
922600845;4972;3;60
922600853;1461;1;60
922600853;2648;3;60
922600853;2652;3;60
922600853;2653;2;60
922600853;2658;1;60
922600853;2670;2;60
922600853;2671;2;60
922600861;1461;1;60
922600861;2417;5;60
922600861;2641;3;60
922600861;2647;2;60
922600861;2652;3;60
922600861;2653;2;60
922600861;2667;4;60
922600861;4972;1;60
922600878;1321;1;60
922600878;1355;5;60
922600878;1418;2;60
922600878;2132;2;60
922600878;2416;4;60
922600878;2511;3;60
922600958;2634;1;60
922600958;2648;3;60
922600958;4792;5;60
922600958;4972;2;60
922600958;9040;1;60
922600958;9041;1;60
922600958;9042;1;60
922600966;2634;2;60
922600966;2636;4;60
922600966;2638;2;60
922600966;2649;2;60
922600966;2651;1;60
922600966;2698;1;60
922600966;4655;1;60
922600966;4736;1;60
922600966;4792;8;60
922600974;2699;1;60
922610068;2122;5;61
922610068;2124;6;61
922610068;2132;5;61
922610068;2410;2;61
922610068;2432;1;61
922610068;2511;4;61
922610115;1352;2;61
922610115;2440;2;61
922610115;2512;2;61
922610115;2531;1;61
922610115;2658;1;61
922610115;4656;2;61
922610148;1442;2;61
922610148;2322;1;61
922610148;2417;5;61
922610148;2440;2;61
922610148;2512;2;61
922610148;2525;1;61
922610148;2526;2;61
922610148;2531;1;61
922610164;1442;2;61
922610164;2320;1;61
922610164;2417;3;61
922610164;2440;2;61
922610164;2512;2;61
922610164;2531;1;61
922610164;4974;1;61
922610197;2480;1;61
922610197;2490;1;61
922610197;2536;1;61
922610197;2538;2;61
922610197;2541;1;61
922610197;4792;3;61
922610252;1352;2;61
922610252;1442;2;61
922610252;2320;1;61
922610252;2417;6;61
922610252;2440;2;61
922610252;2512;1;61
922610252;2521;2;61
922610277;1352;2;61
922610277;2320;1;61
922610277;2410;2;61
922610277;2417;1;61
922610277;2512;1;61
922610277;2521;1;61
922610277;4972;3;61
922610285;2122;4;61
922610285;2132;1;61
922610285;2223;5;61
922610285;2432;1;61
922610285;2511;3;61
922610332;1418;1;61
922610332;2410;2;61
922610332;2416;3;61
922610332;2434;1;61
922610332;2511;2;61
922610332;2521;1;61
922610381;1418;2;61
922610381;2320;1;61
922610381;2411;2;61
922610381;2417;9;61
922610381;2440;2;61
922610381;2512;2;61
922610381;2525;1;61
922610381;2531;1;61
922610398;2410;2;61
922610398;2416;3;61
922610398;2432;1;61
922610398;2434;2;61
922610398;2511;3;61
922610398;2521;2;61
922610404;1442;4;61
922610404;2322;2;61
922610404;2440;2;61
922610404;2512;2;61
922610404;2525;1;61
922610404;2531;1;61
922610404;4656;2;61
922610437;2441;1;61
922610437;2480;1;61
922610437;2515;1;61
922610437;2532;1;61
922610437;2558;1;61
922610437;4792;8;61
922610453;2320;1;61
922610453;2434;2;61
922610453;2512;2;61
922610453;2525;1;61
922610453;2526;2;61
922610453;4972;2;61
922610461;1352;2;61
922610461;2320;1;61
922610461;2410;1;61
922610461;2417;8;61
922610461;2512;1;61
922610461;2521;2;61
922610486;2320;1;61
922610486;2411;2;61
922610486;2440;2;61
922610486;2512;2;61
922610486;2526;3;61
922610486;2531;1;61
922610558;1442;1;61
922610558;2322;3;61
922610558;2417;3;61
922610558;2440;2;61
922610558;2512;2;61
922610558;2531;1;61
922610558;4656;1;61
922610613;2120;2;61
922610613;2122;1;61
922610613;2124;3;61
922610613;2223;2;61
922610613;2236;7;61
922610613;2237;5;61
922610613;2432;1;61
922610687;1442;1;61
922610687;2411;2;61
922610687;2434;4;61
922610687;2512;1;61
922610687;2521;1;61
922610687;4655;1;61
922610687;4973;5;61
922610695;2132;2;61
922610695;2320;1;61
922610695;2410;2;61
922610695;2416;4;61
922610695;2432;1;61
922610695;2511;4;61
922610718;1352;2;61
922610718;2320;1;61
922610718;2411;1;61
922610718;2512;1;61
922610718;2525;1;61
922610718;2531;1;61
922610718;4972;3;61
922610726;2322;3;61
922610726;2441;1;61
922610726;2470;1;61
922610726;2525;1;61
922610726;2526;2;61
922610726;2531;1;61
922610726;2658;4;61
922610742;1442;3;61
922610742;2417;9;61
922610742;2440;2;61
922610742;2511;3;61
922610742;2521;1;61
922610742;4656;3;61
922610742;4972;4;61
922610767;1352;2;61
922610767;1442;2;61
922610767;2320;1;61
922610767;2417;6;61
922610767;2440;2;61
922610767;2512;2;61
922610902;2442;1;61
922610902;2498;1;61
922610919;2441;1;61
922610919;2480;1;61
922610919;2536;1;61
922610919;2538;1;61
922610919;2541;1;61
922610919;2642;1;61
922610919;4655;1;61
922610919;4792;8;61
922610927;2699;1;61
922610935;2442;1;61
922610935;2480;1;61
922610935;2536;1;61
922610935;2538;1;61
922610935;4735;2;61
922610935;9063;1;61
922610935;9064;1;61
922610935;9065;1;61
922610976;1442;2;61
922610976;2441;1;61
922610976;2470;1;61
922610976;2532;1;61
922610976;2558;1;61
922610976;4972;1;61
922620158;1418;1;62
922620158;2521;2;62
922620158;2731;1;62
922620158;2766;1;62
922620158;4655;1;62
922620158;4735;2;62
922620238;2658;3;62
922620238;2716;1;62
922620238;2745;1;62
922620238;2757;1;62
922620238;2770;1;62
922620238;2871;1;62
922620254;1418;1;62
922620254;2716;1;62
922620254;2731;1;62
922620254;2767;1;62
922620254;2851;1;62
922620254;2853;1;62
922620254;2854;1;62
922620262;2658;4;62
922620262;2770;1;62
922620262;2775;1;62
922620262;2779;1;62
922620262;2790;1;62
922620262;2872;1;62
922620262;4672;2;62
922620367;2658;3;62
922620367;2716;1;62
922620367;2743;1;62
922620367;2767;1;62
922620367;2853;1;62
922620367;2854;1;62
922620406;2521;2;62
922620406;2716;1;62
922620406;2731;1;62
922620406;2766;1;62
922620406;2851;1;62
922620406;4971;2;62
922620414;1418;1;62
922620414;2716;1;62
922620414;2766;1;62
922620414;2853;1;62
922620414;2854;1;62
922620414;4656;1;62
922620414;4735;3;62
922620422;1442;1;62
922620422;2132;4;62
922620422;2851;1;62
922620502;2521;2;62
922620502;2716;1;62
922620502;2731;1;62
922620502;2766;1;62
922620502;2851;1;62
922620502;4970;2;62
922620527;1418;1;62
922620527;2521;2;62
922620527;2716;1;62
922620527;2731;1;62
922620527;2766;1;62
922620527;4655;1;62
922620535;1418;1;62
922620535;2716;1;62
922620535;2731;1;62
922620535;2766;1;62
922620535;2853;1;62
922620535;2854;1;62
922620535;4972;4;62
922620551;2658;4;62
922620551;2743;1;62
922620551;2767;1;62
922620551;2871;1;62
922620551;4656;1;62
922620551;4792;4;62
922620592;1442;4;62
922620592;2731;1;62
922620592;2766;1;62
922620592;2851;1;62
922620592;2853;1;62
922620592;2854;1;62
922620592;4972;3;62
922620631;2658;2;62
922620631;2757;1;62
922620631;2872;1;62
922620631;9040;1;62
922620631;9041;1;62
922620631;9042;1;62
922630055;2344;2;63
922630055;2938;1;63
922630055;2942;1;63
922630055;2948;1;63
922630055;2951;1;63
922630055;2956;1;63
922630055;4656;2;63
922630071;2667;3;63
922630071;2922;1;63
922630071;2938;1;63
922630071;2941;1;63
922630071;2956;1;63
922630071;4672;2;63
922630102;1418;5;63
922630102;2658;3;63
922630102;2670;1;63
922630102;2942;1;63
922630102;2946;1;63
922630102;2948;1;63
922630102;2951;1;63
922630143;2344;2;63
922630143;2667;3;63
922630143;2938;1;63
922630143;2944;1;63
922630143;2951;1;63
922630143;2956;1;63
922630143;4672;2;63
922630215;2667;4;63
922630215;2922;1;63
922630215;2941;2;63
922630215;2956;1;63
922630215;4672;3;63
922630215;4792;6;63
922630256;2667;3;63
922630256;2938;1;63
922630256;2944;1;63
922630256;2951;1;63
922630256;2956;1;63
922630256;4672;2;63
922630256;4972;3;63
922630272;2344;2;63
922630272;2667;3;63
922630272;2942;1;63
922630272;2948;1;63
922630272;2951;1;63
922630272;2956;1;63
922630272;4672;3;63
922630289;2699;1;63
922630303;2699;1;63
922630481;1357;5;63
922630481;2922;1;63
922630481;2936;1;63
922630481;2941;2;63
922630481;4971;2;63
922630545;2667;3;63
922630545;2938;1;63
922630545;2944;1;63
922630545;2950;1;63
922630545;2956;1;63
922630545;4672;2;63
922630545;4792;1;63
922630609;2344;2;63
922630609;2667;3;63
922630609;2938;1;63
922630609;2944;1;63
922630609;2951;1;63
922630609;2956;1;63
922630609;4672;3;63
922630625;1357;6;63
922630625;1421;1;63
922630625;2228;1;63
922630625;2941;1;63
922630633;2344;2;63
922630633;2667;3;63
922630633;2944;1;63
922630633;2948;1;63
922630633;2951;1;63
922630633;2956;1;63
922630633;4672;3;63
922630721;2228;2;63
922630721;2922;1;63
922630721;2941;2;63
922630721;4974;1;63
922630834;1357;5;63
922630834;1421;1;63
922630834;2227;1;63
922630834;2922;1;63
922630834;2936;1;63
922630834;2950;1;63
922630891;2344;2;63
922630891;2667;3;63
922630891;2938;1;63
922630891;2944;1;63
922630891;2951;1;63
922630891;2956;1;63
922630891;4672;3;63
922630939;2667;3;63
922630939;2922;1;63
922630939;2941;2;63
922630939;2956;1;63
922630939;4672;2;63
922630939;4792;7;63
922630947;2344;2;63
922630947;2667;3;63
922630947;2942;1;63
922630947;2948;1;63
922630947;2951;1;63
922630947;2956;1;63
922630947;4672;3;63
922630955;1421;1;63
922630955;2228;2;63
922630955;2922;1;63
922630955;2936;1;63
922630955;2950;1;63
922630955;4972;4;63
922640161;2326;1;64
922640161;2336;1;64
922640161;2340;1;64
922640161;2346;1;64
922640161;2349;1;64
922640161;2658;3;64
922640161;4735;3;64
922641138;1355;1;64
922641138;2130;4;64
922641138;2223;4;64
922641138;2236;1;64
922641138;2313;1;64
922641138;2315;2;64
922641267;2339;1;64
922641267;2341;1;64
922641267;2347;1;64
922641267;2361;1;64
922641267;2761;1;64
922641267;4656;2;64
922641267;4724;1;64
931230015;3422;1;23
931240033;3321;1;24
931240033;3580;1;24
931240041;3321;1;24
931240041;3580;1;24
931240058;3322;1;24
931240058;3336;1;24
931240066;3322;1;24
931240066;3336;1;24
931240074;3321;1;24
931240074;3580;1;24
931240082;3322;1;24
931240082;3336;1;24
931240105;3322;1;24
931240105;3336;1;24
931240113;3250;1;24
931240113;3320;1;24
931240113;3550;1;24
931240121;3322;1;24
931240121;3336;1;24
931240138;3322;1;24
931240138;3336;1;24
931240154;3321;1;24
931240154;3580;1;24
931240162;3322;1;24
931240162;3336;1;24
931240195;3322;1;24
931240195;3336;1;24
931240201;3322;1;24
931240201;3336;1;24
931240234;3321;1;24
931240234;3580;1;24
931240242;3322;1;24
931240242;3336;1;24
931240267;3322;1;24
931240267;3336;1;24
931240275;3321;1;24
931240275;3580;1;24
931240291;3321;1;24
931240291;3580;1;24
931240314;3322;1;24
931240314;3336;1;24
931240339;3322;1;24
931240339;3336;1;24
931240347;3322;1;24
931240347;3336;1;24
931240363;3322;1;24
931240363;3336;1;24
931240371;3322;1;24
931240371;3336;1;24
931240388;3322;1;24
931240388;3336;1;24
931240396;3322;1;24
931240396;3336;1;24
931240402;3322;1;24
931240402;3336;1;24
931240427;3322;1;24
931240427;3336;1;24
931240443;3322;1;24
931240443;3336;1;24
931240451;3322;1;24
931240451;3336;1;24
931240468;3250;1;24
931240468;3320;1;24
931240468;3550;1;24
931240476;3322;1;24
931240476;3336;1;24
931240492;3322;1;24
931240492;3336;1;24
931240523;3250;1;24
931240523;3320;1;24
931240523;3550;1;24
931240531;3322;1;24
931240531;3336;1;24
931240548;3322;1;24
931240548;3336;1;24
931240572;3321;1;24
931240572;3580;1;24
931240589;3322;1;24
931240589;3336;1;24
931240597;3322;1;24
931240597;3336;1;24
931240603;3321;1;24
931240603;3580;1;24
931240611;3321;1;24
931240611;3580;1;24
931240628;3322;1;24
931240628;3336;1;24
931240644;3321;1;24
931240644;3580;1;24
931240669;3250;1;24
931240669;3320;1;24
931240669;3550;1;24
931240677;3321;1;24
931240677;3580;1;24
931240685;3322;1;24
931240685;3336;1;24
931240724;3321;1;24
931240724;3580;1;24
931240732;3322;1;24
931240732;3336;1;24
931240757;3322;1;24
931240757;3336;1;24
931240781;3322;1;24
931240781;3336;1;24
931240829;3321;1;24
931240829;3580;1;24
931240837;3236;1;24
931240837;3237;1;24
931240837;3540;1;24
931240837;4790;2;24
931240845;3322;1;24
931240845;3336;1;24
931240853;3322;1;24
931240853;3336;1;24
931240886;3322;1;24
931240886;3336;1;24
931240894;3322;1;24
931240894;3336;1;24
931240909;3321;1;24
931240909;3580;1;24
931240966;3322;1;24
931240966;3336;1;24
931240974;3321;1;24
931240974;3580;1;24
931240982;3322;1;24
931240982;3336;1;24
931240999;3322;1;24
931240999;3336;1;24
931241001;3321;1;24
931241001;3580;1;24
931241018;3322;1;24
931241018;3336;1;24
931241042;3321;1;24
931241042;3580;1;24
931241075;3321;1;24
931241075;3580;1;24
931241091;3250;1;24
931241091;3320;1;24
931241091;3550;1;24
931320033;4249;1;32
931320033;4252;1;32
931320033;4254;1;32
931320041;4236;1;32
931320041;4237;1;32
931320041;4238;1;32
931320058;4236;1;32
931320058;4237;1;32
931320058;4238;1;32
931320066;4236;1;32
931320066;4237;1;32
931320066;4238;1;32
931320074;4216;1;32
931320074;4229;1;32
931320074;4264;1;32
931320074;4849;4;32
931320082;4235;2;32
931320082;4240;2;32
931320082;4241;2;32
931320099;4236;1;32
931320099;4237;1;32
931320099;4238;1;32
931320105;4236;1;32
931320105;4237;1;32
931320105;4238;1;32
931320113;4235;2;32
931320113;4240;2;32
931320113;4241;2;32
931320121;4249;1;32
931320121;4252;1;32
931320121;4254;1;32
931320138;4236;1;32
931320138;4237;1;32
931320138;4238;1;32
931320162;4249;1;32
931320162;4252;1;32
931320162;4254;1;32
931320179;4236;1;32
931320179;4237;1;32
931320179;4238;1;32
931320187;4236;1;32
931320187;4237;1;32
931320187;4238;1;32
931320195;4236;1;32
931320195;4237;1;32
931320195;4238;1;32
931320201;4236;1;32
931320201;4237;1;32
931320201;4238;1;32
931320218;4236;1;32
931320218;4237;1;32
931320218;4238;1;32
931320226;4236;1;32
931320226;4237;1;32
931320226;4238;1;32
931320234;4249;1;32
931320234;4252;1;32
931320234;4254;1;32
931320242;4236;1;32
931320242;4237;1;32
931320242;4238;1;32
931320259;4249;1;32
931320259;4252;1;32
931320259;4254;1;32
931320291;4249;1;32
931320291;4252;1;32
931320291;4254;1;32
931320306;4236;1;32
931320306;4237;1;32
931320306;4238;1;32
931320322;4236;1;32
931320322;4237;1;32
931320322;4238;1;32
931320355;4249;1;32
931320355;4252;1;32
931320355;4254;1;32
931320371;4236;1;32
931320371;4237;1;32
931320371;4238;1;32
931320388;4249;1;32
931320388;4252;1;32
931320388;4254;1;32
931320402;4236;1;32
931320402;4237;1;32
931320402;4238;1;32
931320419;4236;1;32
931320419;4237;1;32
931320419;4238;1;32
931320435;4249;1;32
931320435;4252;1;32
931320435;4254;1;32
931320468;4236;1;32
931320468;4237;1;32
931320468;4238;1;32
931320492;4236;1;32
931320492;4237;1;32
931320492;4238;1;32
